time_sk,hour,minute,am_pm,time_band,shift_id
2016,20,16,PM,Evening,4
2017,20,17,PM,Evening,4
2018,20,18,PM,Evening,4
2019,20,19,PM,Evening,4
2020,20,20,PM,Evening,4
2021,20,21,PM,Evening,4
2022,20,22,PM,Evening,4
2023,20,23,PM,Evening,4
2024,20,24,PM,Evening,4
2025,20,25,PM,Evening,4
2026,20,26,PM,Evening,4
2027,20,27,PM,Evening,4
2028,20,28,PM,Evening,4
2029,20,29,PM,Evening,4
2030,20,30,PM,Evening,4
2031,20,31,PM,Evening,4
2032,20,32,PM,Evening,4
2033,20,33,PM,Evening,4
2034,20,34,PM,Evening,4
2035,20,35,PM,Evening,4
2036,20,36,PM,Evening,4
2037,20,37,PM,Evening,4
2038,20,38,PM,Evening,4
2039,20,39,PM,Evening,4
2040,20,40,PM,Evening,4
2041,20,41,PM,Evening,4
2042,20,42,PM,Evening,4
2043,20,43,PM,Evening,4
2044,20,44,PM,Evening,4
2045,20,45,PM,Evening,4
2046,20,46,PM,Evening,4
2047,20,47,PM,Evening,4
2048,20,48,PM,Evening,4
2049,20,49,PM,Evening,4
2050,20,50,PM,Evening,4
2051,20,51,PM,Evening,4
2052,20,52,PM,Evening,4
2053,20,53,PM,Evening,4
2054,20,54,PM,Evening,4
2055,20,55,PM,Evening,4
2056,20,56,PM,Evening,4
2057,20,57,PM,Evening,4
2058,20,58,PM,Evening,4
2059,20,59,PM,Evening,4
2100,21,0,PM,Evening,4
2101,21,1,PM,Evening,4
2102,21,2,PM,Evening,4
2103,21,3,PM,Evening,4
2104,21,4,PM,Evening,4
2105,21,5,PM,Evening,4
2106,21,6,PM,Evening,4
2107,21,7,PM,Evening,4
2108,21,8,PM,Evening,4
2109,21,9,PM,Evening,4
2110,21,10,PM,Evening,4
2111,21,11,PM,Evening,4
2112,21,12,PM,Evening,4
2113,21,13,PM,Evening,4
2114,21,14,PM,Evening,4
2115,21,15,PM,Evening,4
2116,21,16,PM,Evening,4
2117,21,17,PM,Evening,4
2118,21,18,PM,Evening,4
2119,21,19,PM,Evening,4
2120,21,20,PM,Evening,4
2121,21,21,PM,Evening,4
2122,21,22,PM,Evening,4
2123,21,23,PM,Evening,4
2124,21,24,PM,Evening,4
2125,21,25,PM,Evening,4
2126,21,26,PM,Evening,4
2127,21,27,PM,Evening,4
2128,21,28,PM,Evening,4
2129,21,29,PM,Evening,4
2130,21,30,PM,Evening,4
2131,21,31,PM,Evening,4
2132,21,32,PM,Evening,4
2133,21,33,PM,Evening,4
2134,21,34,PM,Evening,4
2135,21,35,PM,Evening,4
2136,21,36,PM,Evening,4
2137,21,37,PM,Evening,4
2138,21,38,PM,Evening,4
2139,21,39,PM,Evening,4
2140,21,40,PM,Evening,4
2141,21,41,PM,Evening,4
2142,21,42,PM,Evening,4
2143,21,43,PM,Evening,4
2144,21,44,PM,Evening,4
2145,21,45,PM,Evening,4
2146,21,46,PM,Evening,4
2147,21,47,PM,Evening,4
2148,21,48,PM,Evening,4
2149,21,49,PM,Evening,4
2150,21,50,PM,Evening,4
2151,21,51,PM,Evening,4
2152,21,52,PM,Evening,4
2153,21,53,PM,Evening,4
2154,21,54,PM,Evening,4
2155,21,55,PM,Evening,4
2156,21,56,PM,Evening,4
2157,21,57,PM,Evening,4
2158,21,58,PM,Evening,4
2159,21,59,PM,Evening,4
2200,22,0,PM,Evening,4
2201,22,1,PM,Evening,4
2202,22,2,PM,Evening,4
2203,22,3,PM,Evening,4
2204,22,4,PM,Evening,4
2205,22,5,PM,Evening,4
2206,22,6,PM,Evening,4
2207,22,7,PM,Evening,4
2208,22,8,PM,Evening,4
2209,22,9,PM,Evening,4
2210,22,10,PM,Evening,4
2211,22,11,PM,Evening,4
2212,22,12,PM,Evening,4
2213,22,13,PM,Evening,4
2214,22,14,PM,Evening,4
2215,22,15,PM,Evening,4
2216,22,16,PM,Evening,4
2217,22,17,PM,Evening,4
2218,22,18,PM,Evening,4
2219,22,19,PM,Evening,4
2220,22,20,PM,Evening,4
2221,22,21,PM,Evening,4
2222,22,22,PM,Evening,4
2223,22,23,PM,Evening,4
2224,22,24,PM,Evening,4
2225,22,25,PM,Evening,4
2226,22,26,PM,Evening,4
2227,22,27,PM,Evening,4
2228,22,28,PM,Evening,4
2229,22,29,PM,Evening,4
2230,22,30,PM,Evening,4
2231,22,31,PM,Evening,4
2232,22,32,PM,Evening,4
2233,22,33,PM,Evening,4
2234,22,34,PM,Evening,4
2235,22,35,PM,Evening,4
2236,22,36,PM,Evening,4
2237,22,37,PM,Evening,4
2238,22,38,PM,Evening,4
2239,22,39,PM,Evening,4
2240,22,40,PM,Evening,4
2241,22,41,PM,Evening,4
2242,22,42,PM,Evening,4
2243,22,43,PM,Evening,4
2244,22,44,PM,Evening,4
2245,22,45,PM,Evening,4
2246,22,46,PM,Evening,4
2247,22,47,PM,Evening,4
2248,22,48,PM,Evening,4
2249,22,49,PM,Evening,4
2250,22,50,PM,Evening,4
2251,22,51,PM,Evening,4
2252,22,52,PM,Evening,4
2253,22,53,PM,Evening,4
2254,22,54,PM,Evening,4
2255,22,55,PM,Evening,4
2256,22,56,PM,Evening,4
2257,22,57,PM,Evening,4
2258,22,58,PM,Evening,4
2259,22,59,PM,Evening,4
2300,23,0,PM,Evening,4
2301,23,1,PM,Evening,4
2302,23,2,PM,Evening,4
2303,23,3,PM,Evening,4
2304,23,4,PM,Evening,4
2305,23,5,PM,Evening,4
2306,23,6,PM,Evening,4
2307,23,7,PM,Evening,4
2308,23,8,PM,Evening,4
2309,23,9,PM,Evening,4
2310,23,10,PM,Evening,4
2311,23,11,PM,Evening,4
2312,23,12,PM,Evening,4
2313,23,13,PM,Evening,4
2314,23,14,PM,Evening,4
2315,23,15,PM,Evening,4
2316,23,16,PM,Evening,4
2317,23,17,PM,Evening,4
2318,23,18,PM,Evening,4
2319,23,19,PM,Evening,4
2320,23,20,PM,Evening,4
2321,23,21,PM,Evening,4
2322,23,22,PM,Evening,4
2323,23,23,PM,Evening,4
2324,23,24,PM,Evening,4
2325,23,25,PM,Evening,4
2326,23,26,PM,Evening,4
2327,23,27,PM,Evening,4
2328,23,28,PM,Evening,4
2329,23,29,PM,Evening,4
2330,23,30,PM,Evening,4
2331,23,31,PM,Evening,4
2332,23,32,PM,Evening,4
2333,23,33,PM,Evening,4
2334,23,34,PM,Evening,4
2335,23,35,PM,Evening,4
2336,23,36,PM,Evening,4
2337,23,37,PM,Evening,4
2338,23,38,PM,Evening,4
2339,23,39,PM,Evening,4
2340,23,40,PM,Evening,4
2341,23,41,PM,Evening,4
2342,23,42,PM,Evening,4
2343,23,43,PM,Evening,4
2344,23,44,PM,Evening,4
2345,23,45,PM,Evening,4
2346,23,46,PM,Evening,4
2347,23,47,PM,Evening,4
2348,23,48,PM,Evening,4
2349,23,49,PM,Evening,4
2350,23,50,PM,Evening,4
2351,23,51,PM,Evening,4
2352,23,52,PM,Evening,4
2353,23,53,PM,Evening,4
2354,23,54,PM,Evening,4
2355,23,55,PM,Evening,4
2356,23,56,PM,Evening,4
2357,23,57,PM,Evening,4
2358,23,58,PM,Evening,4
2359,23,59,PM,Evening,4
1200,12,0,PM,Afternoon,3
1201,12,1,PM,Afternoon,3
1202,12,2,PM,Afternoon,3
1203,12,3,PM,Afternoon,3
1204,12,4,PM,Afternoon,3
1205,12,5,PM,Afternoon,3
1206,12,6,PM,Afternoon,3
1207,12,7,PM,Afternoon,3
1208,12,8,PM,Afternoon,3
1209,12,9,PM,Afternoon,3
1210,12,10,PM,Afternoon,3
1211,12,11,PM,Afternoon,3
1212,12,12,PM,Afternoon,3
1213,12,13,PM,Afternoon,3
1214,12,14,PM,Afternoon,3
1215,12,15,PM,Afternoon,3
1216,12,16,PM,Afternoon,3
1217,12,17,PM,Afternoon,3
1218,12,18,PM,Afternoon,3
1219,12,19,PM,Afternoon,3
1220,12,20,PM,Afternoon,3
1221,12,21,PM,Afternoon,3
1222,12,22,PM,Afternoon,3
1223,12,23,PM,Afternoon,3
1224,12,24,PM,Afternoon,3
1225,12,25,PM,Afternoon,3
1226,12,26,PM,Afternoon,3
1227,12,27,PM,Afternoon,3
1228,12,28,PM,Afternoon,3
1229,12,29,PM,Afternoon,3
1230,12,30,PM,Afternoon,3
1231,12,31,PM,Afternoon,3
1232,12,32,PM,Afternoon,3
1233,12,33,PM,Afternoon,3
1234,12,34,PM,Afternoon,3
1235,12,35,PM,Afternoon,3
1236,12,36,PM,Afternoon,3
1237,12,37,PM,Afternoon,3
1238,12,38,PM,Afternoon,3
1239,12,39,PM,Afternoon,3
1240,12,40,PM,Afternoon,3
1241,12,41,PM,Afternoon,3
1242,12,42,PM,Afternoon,3
1243,12,43,PM,Afternoon,3
1244,12,44,PM,Afternoon,3
1245,12,45,PM,Afternoon,3
1246,12,46,PM,Afternoon,3
1247,12,47,PM,Afternoon,3
1248,12,48,PM,Afternoon,3
1249,12,49,PM,Afternoon,3
1250,12,50,PM,Afternoon,3
1251,12,51,PM,Afternoon,3
1252,12,52,PM,Afternoon,3
1253,12,53,PM,Afternoon,3
1254,12,54,PM,Afternoon,3
1255,12,55,PM,Afternoon,3
1256,12,56,PM,Afternoon,3
1257,12,57,PM,Afternoon,3
1258,12,58,PM,Afternoon,3
1259,12,59,PM,Afternoon,3
1300,13,0,PM,Afternoon,3
1301,13,1,PM,Afternoon,3
1302,13,2,PM,Afternoon,3
1303,13,3,PM,Afternoon,3
1304,13,4,PM,Afternoon,3
1305,13,5,PM,Afternoon,3
1306,13,6,PM,Afternoon,3
1307,13,7,PM,Afternoon,3
1308,13,8,PM,Afternoon,3
1309,13,9,PM,Afternoon,3
1310,13,10,PM,Afternoon,3
1311,13,11,PM,Afternoon,3
1312,13,12,PM,Afternoon,3
1313,13,13,PM,Afternoon,3
1314,13,14,PM,Afternoon,3
1315,13,15,PM,Afternoon,3
1316,13,16,PM,Afternoon,3
1317,13,17,PM,Afternoon,3
1318,13,18,PM,Afternoon,3
1319,13,19,PM,Afternoon,3
1320,13,20,PM,Afternoon,3
1321,13,21,PM,Afternoon,3
1322,13,22,PM,Afternoon,3
1323,13,23,PM,Afternoon,3
1324,13,24,PM,Afternoon,3
1325,13,25,PM,Afternoon,3
1326,13,26,PM,Afternoon,3
1327,13,27,PM,Afternoon,3
1328,13,28,PM,Afternoon,3
1329,13,29,PM,Afternoon,3
1330,13,30,PM,Afternoon,3
1331,13,31,PM,Afternoon,3
1332,13,32,PM,Afternoon,3
1333,13,33,PM,Afternoon,3
1334,13,34,PM,Afternoon,3
1335,13,35,PM,Afternoon,3
1336,13,36,PM,Afternoon,3
1337,13,37,PM,Afternoon,3
1338,13,38,PM,Afternoon,3
1339,13,39,PM,Afternoon,3
1340,13,40,PM,Afternoon,3
1341,13,41,PM,Afternoon,3
1342,13,42,PM,Afternoon,3
1343,13,43,PM,Afternoon,3
1344,13,44,PM,Afternoon,3
1345,13,45,PM,Afternoon,3
1346,13,46,PM,Afternoon,3
1347,13,47,PM,Afternoon,3
1348,13,48,PM,Afternoon,3
1349,13,49,PM,Afternoon,3
1350,13,50,PM,Afternoon,3
1351,13,51,PM,Afternoon,3
1352,13,52,PM,Afternoon,3
1353,13,53,PM,Afternoon,3
1354,13,54,PM,Afternoon,3
1355,13,55,PM,Afternoon,3
1356,13,56,PM,Afternoon,3
1357,13,57,PM,Afternoon,3
1358,13,58,PM,Afternoon,3
1359,13,59,PM,Afternoon,3
1400,14,0,PM,Afternoon,3
1401,14,1,PM,Afternoon,3
1402,14,2,PM,Afternoon,3
1403,14,3,PM,Afternoon,3
1404,14,4,PM,Afternoon,3
1405,14,5,PM,Afternoon,3
1406,14,6,PM,Afternoon,3
1407,14,7,PM,Afternoon,3
1408,14,8,PM,Afternoon,3
1409,14,9,PM,Afternoon,3
1410,14,10,PM,Afternoon,3
1411,14,11,PM,Afternoon,3
1412,14,12,PM,Afternoon,3
1413,14,13,PM,Afternoon,3
1414,14,14,PM,Afternoon,3
1415,14,15,PM,Afternoon,3
1416,14,16,PM,Afternoon,3
1417,14,17,PM,Afternoon,3
1418,14,18,PM,Afternoon,3
1419,14,19,PM,Afternoon,3
1420,14,20,PM,Afternoon,3
1421,14,21,PM,Afternoon,3
1422,14,22,PM,Afternoon,3
1423,14,23,PM,Afternoon,3
1424,14,24,PM,Afternoon,3
1425,14,25,PM,Afternoon,3
1426,14,26,PM,Afternoon,3
1427,14,27,PM,Afternoon,3
1428,14,28,PM,Afternoon,3
1429,14,29,PM,Afternoon,3
1430,14,30,PM,Afternoon,3
1431,14,31,PM,Afternoon,3
1432,14,32,PM,Afternoon,3
1433,14,33,PM,Afternoon,3
1434,14,34,PM,Afternoon,3
1435,14,35,PM,Afternoon,3
1436,14,36,PM,Afternoon,3
1437,14,37,PM,Afternoon,3
1438,14,38,PM,Afternoon,3
1439,14,39,PM,Afternoon,3
1440,14,40,PM,Afternoon,3
1441,14,41,PM,Afternoon,3
1442,14,42,PM,Afternoon,3
1443,14,43,PM,Afternoon,3
1444,14,44,PM,Afternoon,3
1445,14,45,PM,Afternoon,3
1446,14,46,PM,Afternoon,3
1447,14,47,PM,Afternoon,3
1448,14,48,PM,Afternoon,3
1449,14,49,PM,Afternoon,3
1450,14,50,PM,Afternoon,3
1451,14,51,PM,Afternoon,3
1452,14,52,PM,Afternoon,3
1453,14,53,PM,Afternoon,3
1454,14,54,PM,Afternoon,3
1455,14,55,PM,Afternoon,3
1456,14,56,PM,Afternoon,3
1457,14,57,PM,Afternoon,3
1458,14,58,PM,Afternoon,3
1459,14,59,PM,Afternoon,3
1500,15,0,PM,Afternoon,3
1501,15,1,PM,Afternoon,3
1502,15,2,PM,Afternoon,3
1503,15,3,PM,Afternoon,3
1504,15,4,PM,Afternoon,3
1505,15,5,PM,Afternoon,3
1506,15,6,PM,Afternoon,3
1507,15,7,PM,Afternoon,3
1508,15,8,PM,Afternoon,3
1509,15,9,PM,Afternoon,3
1510,15,10,PM,Afternoon,3
1511,15,11,PM,Afternoon,3
1512,15,12,PM,Afternoon,3
1513,15,13,PM,Afternoon,3
1514,15,14,PM,Afternoon,3
1515,15,15,PM,Afternoon,3
1516,15,16,PM,Afternoon,3
1517,15,17,PM,Afternoon,3
1518,15,18,PM,Afternoon,3
1519,15,19,PM,Afternoon,3
1520,15,20,PM,Afternoon,3
1521,15,21,PM,Afternoon,3
1522,15,22,PM,Afternoon,3
1523,15,23,PM,Afternoon,3
1524,15,24,PM,Afternoon,3
1525,15,25,PM,Afternoon,3
1526,15,26,PM,Afternoon,3
1527,15,27,PM,Afternoon,3
1528,15,28,PM,Afternoon,3
1529,15,29,PM,Afternoon,3
1530,15,30,PM,Afternoon,3
1531,15,31,PM,Afternoon,3
1532,15,32,PM,Afternoon,3
1533,15,33,PM,Afternoon,3
1534,15,34,PM,Afternoon,3
1535,15,35,PM,Afternoon,3
1536,15,36,PM,Afternoon,3
1537,15,37,PM,Afternoon,3
1538,15,38,PM,Afternoon,3
1539,15,39,PM,Afternoon,3
1540,15,40,PM,Afternoon,3
1541,15,41,PM,Afternoon,3
1542,15,42,PM,Afternoon,3
1543,15,43,PM,Afternoon,3
1544,15,44,PM,Afternoon,3
1545,15,45,PM,Afternoon,3
1546,15,46,PM,Afternoon,3
1547,15,47,PM,Afternoon,3
1548,15,48,PM,Afternoon,3
1549,15,49,PM,Afternoon,3
1550,15,50,PM,Afternoon,3
1551,15,51,PM,Afternoon,3
1552,15,52,PM,Afternoon,3
1553,15,53,PM,Afternoon,3
1554,15,54,PM,Afternoon,3
1555,15,55,PM,Afternoon,3
1556,15,56,PM,Afternoon,3
1557,15,57,PM,Afternoon,3
1558,15,58,PM,Afternoon,3
1559,15,59,PM,Afternoon,3
1600,16,0,PM,Afternoon,3
1601,16,1,PM,Afternoon,3
1602,16,2,PM,Afternoon,3
1603,16,3,PM,Afternoon,3
1604,16,4,PM,Afternoon,3
1605,16,5,PM,Afternoon,3
1606,16,6,PM,Afternoon,3
1607,16,7,PM,Afternoon,3
1608,16,8,PM,Afternoon,3
1609,16,9,PM,Afternoon,3
1610,16,10,PM,Afternoon,3
1611,16,11,PM,Afternoon,3
1612,16,12,PM,Afternoon,3
1613,16,13,PM,Afternoon,3
1614,16,14,PM,Afternoon,3
1615,16,15,PM,Afternoon,3
1616,16,16,PM,Afternoon,3
1617,16,17,PM,Afternoon,3
1618,16,18,PM,Afternoon,3
1619,16,19,PM,Afternoon,3
1620,16,20,PM,Afternoon,3
1621,16,21,PM,Afternoon,3
1622,16,22,PM,Afternoon,3
1623,16,23,PM,Afternoon,3
1624,16,24,PM,Afternoon,3
1625,16,25,PM,Afternoon,3
1626,16,26,PM,Afternoon,3
1627,16,27,PM,Afternoon,3
1628,16,28,PM,Afternoon,3
1629,16,29,PM,Afternoon,3
1630,16,30,PM,Afternoon,3
1631,16,31,PM,Afternoon,3
1632,16,32,PM,Afternoon,3
1633,16,33,PM,Afternoon,3
1634,16,34,PM,Afternoon,3
1635,16,35,PM,Afternoon,3
1636,16,36,PM,Afternoon,3
1637,16,37,PM,Afternoon,3
1638,16,38,PM,Afternoon,3
1639,16,39,PM,Afternoon,3
1640,16,40,PM,Afternoon,3
1641,16,41,PM,Afternoon,3
1642,16,42,PM,Afternoon,3
1643,16,43,PM,Afternoon,3
1644,16,44,PM,Afternoon,3
1645,16,45,PM,Afternoon,3
1646,16,46,PM,Afternoon,3
1647,16,47,PM,Afternoon,3
1648,16,48,PM,Afternoon,3
1649,16,49,PM,Afternoon,3
1650,16,50,PM,Afternoon,3
1651,16,51,PM,Afternoon,3
1652,16,52,PM,Afternoon,3
1653,16,53,PM,Afternoon,3
1654,16,54,PM,Afternoon,3
1655,16,55,PM,Afternoon,3
1656,16,56,PM,Afternoon,3
1657,16,57,PM,Afternoon,3
1658,16,58,PM,Afternoon,3
1659,16,59,PM,Afternoon,3
1700,17,0,PM,Afternoon,3
1701,17,1,PM,Afternoon,3
1702,17,2,PM,Afternoon,3
1703,17,3,PM,Afternoon,3
1704,17,4,PM,Afternoon,3
1705,17,5,PM,Afternoon,3
1706,17,6,PM,Afternoon,3
1707,17,7,PM,Afternoon,3
1708,17,8,PM,Afternoon,3
1709,17,9,PM,Afternoon,3
1710,17,10,PM,Afternoon,3
1711,17,11,PM,Afternoon,3
1712,17,12,PM,Afternoon,3
1713,17,13,PM,Afternoon,3
1714,17,14,PM,Afternoon,3
1715,17,15,PM,Afternoon,3
1716,17,16,PM,Afternoon,3
1717,17,17,PM,Afternoon,3
1718,17,18,PM,Afternoon,3
1719,17,19,PM,Afternoon,3
1720,17,20,PM,Afternoon,3
1721,17,21,PM,Afternoon,3
1722,17,22,PM,Afternoon,3
1723,17,23,PM,Afternoon,3
1724,17,24,PM,Afternoon,3
1725,17,25,PM,Afternoon,3
1726,17,26,PM,Afternoon,3
1727,17,27,PM,Afternoon,3
1728,17,28,PM,Afternoon,3
1729,17,29,PM,Afternoon,3
1730,17,30,PM,Afternoon,3
1731,17,31,PM,Afternoon,3
1732,17,32,PM,Afternoon,3
1733,17,33,PM,Afternoon,3
1734,17,34,PM,Afternoon,3
1735,17,35,PM,Afternoon,3
1736,17,36,PM,Afternoon,3
1737,17,37,PM,Afternoon,3
1738,17,38,PM,Afternoon,3
1739,17,39,PM,Afternoon,3
1740,17,40,PM,Afternoon,3
1741,17,41,PM,Afternoon,3
1742,17,42,PM,Afternoon,3
1743,17,43,PM,Afternoon,3
1744,17,44,PM,Afternoon,3
1745,17,45,PM,Afternoon,3
1746,17,46,PM,Afternoon,3
1747,17,47,PM,Afternoon,3
1748,17,48,PM,Afternoon,3
1749,17,49,PM,Afternoon,3
1750,17,50,PM,Afternoon,3
1751,17,51,PM,Afternoon,3
1752,17,52,PM,Afternoon,3
1753,17,53,PM,Afternoon,3
1754,17,54,PM,Afternoon,3
1755,17,55,PM,Afternoon,3
1756,17,56,PM,Afternoon,3
1757,17,57,PM,Afternoon,3
1758,17,58,PM,Afternoon,3
1759,17,59,PM,Afternoon,3
